Length_m,Width_m,Height_m,Load_N,MaxStress_Pa
0.9367182020405163,0.0685733064006708,0.1878996115276932,3226.908385023652,7491003.336931711
1.9162143208968574,0.06327857251008243,0.062437758987703665,2350.5330223175465,109549500.43089575
1.5443897010793888,0.04290000862537181,0.09972712970507383,4826.04277183331,104813034.62010896
1.3177194231349623,0.09894466711319344,0.1725545464772982,1172.994409822767,3147929.049587068
0.565231688752142,0.08196114086612176,0.1308805492406304,2980.4964383948095,7199596.327313168
0.5651906845715444,0.13254112900212048,0.1898713388860256,3531.029073452091,2505982.5797913973
0.39874214068593905,0.024174245462667575,0.24107781728125774,4145.26599779237,7058759.114545852
1.7724994478173899,0.10370283058216644,0.046805738174495425,2094.1580490972347,98029775.00714298
1.321895519963455,0.11918335420650296,0.18320057477155402,3465.9173475216594,6872224.134972999
1.5037233822532774,0.11873325399447993,0.07297915579538634,1585.6872097829855,22623859.01432249
0.33499364030286416,0.13518961572241828,0.11532964730374093,2233.8328525729194,2496969.4279074133
1.9488467486753904,0.11477438656783423,0.02755842693288216,4488.572942896656,602120478.8921335
1.715152489360717,0.14061530801420052,0.051258697927320754,4754.547285721676,132432755.90622456
0.6609764881530694,0.06324535797671589,0.09354877648124693,3622.204999943597,25954066.24588681
0.609102444252071,0.0854172241777006,0.09865673521623654,1934.3242648033067,8502995.307627385
0.6117876667508375,0.021830356226775788,0.22690459978628202,4118.283170875854,13449952.50428803
0.817211813031214,0.020904486349427858,0.19061696913129847,226.7487004545589,1463753.924280932
1.1920859337748042,0.05121646065869759,0.24360208268301944,603.4549616431632,1420143.136786902
1.0343065316915967,0.03310493562808108,0.15778644737710532,3340.7313082392693,25154165.913596857
0.7950895383366712,0.05382747783164797,0.07559415838100314,1527.1180188232813,23684236.429271944
1.3401499210280452,0.04301562828869167,0.09536065688197787,4761.7924701623415,97883696.28259759
0.5371395631084711,0.023707603229024272,0.09356226235715244,2236.696999252293,34734133.37529781
0.7966459025098709,0.13820953903278643,0.09509369536254787,2203.8876199069673,8428776.826176982
0.9228151335992758,0.0210690070805559,0.1747817598157176,3422.589599935563,29443165.499397524
1.075318973168961,0.11569067876382111,0.14208582346079573,3861.0859553003293,10665916.090615842
1.6347991343681232,0.039779225299537146,0.1086475609599282,2430.2378168131686,50765438.35197529
0.6394454296692116,0.138589850859948,0.054290646807604814,1148.6044183874483,10788070.145753698
